url,path,kind,action,cluster,issues,title,h1_count,rationale
https://moonn.ru/,/,home,public_support,trust_entity,"images_missing_alt, multiple_h1",Татьяна Мунн — психолог МГУ в Москве и онлайн,0,"Supports brand, proof, events, reviews and entity consistency."
https://moonn.ru/20251201,/20251201,other,review,unassigned_public,"canonical_mismatch, images_missing_alt, long_title",Командировка преподавателя МГУ Татьяны Мунн в филиал МГУ в г. Ташкенте (Узбекистан). 01–05 декабря 2025 года,0,Open URL needs manual cluster decision.
https://moonn.ru/20251213,/20251213,other,review,unassigned_public,"images_missing_alt, short_description",Татьяна Мунн выступит на Московской Неделе Интерьера и Дизайна,0,Open URL needs manual cluster decision.
https://moonn.ru/20251216,/20251216,other,review,unassigned_public,"images_missing_alt, long_description, long_title, multiple_h1","16 декабря преподаватель, практикующий психолог и эксперт по эмоциональному интеллекту Татьяна Мунн примет участие в Международной научно-практической конференции «Урбан-психология: вызовы нового времени и ответ мегаполиса», организованной факультетом пси",0,Open URL needs manual cluster decision.
https://moonn.ru/abuse_gaslight,/abuse_gaslight,other,public_support,private_practice_support,images_missing_alt,Абьюз и газлайтинг | психолог Татьяна Мунн,0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/aromatherapy,/aromatherapy,other,deindex_or_archive,offtopic_wellness_archive,images_missing_alt,Ароматерапия и эмоциональное состояние | психолог Татьяна Мунн,0,Weakens psychology/EI entity; move out of main index unless rewritten with evidence and boundaries.
https://moonn.ru/article_diary_of_emotions,/article_diary_of_emotions,article,public_support,content_support,images_missing_alt,Дневник эмоций | Татьяна Мунн,0,Article/supporting content; assign to one pillar before strengthening.
https://moonn.ru/article_femininity,/article_femininity,article,public_support,content_support,images_missing_alt,Женственность в отношениях | Татьяна Мунн,0,Article/supporting content; assign to one pillar before strengthening.
https://moonn.ru/article_gadget_addiction,/article_gadget_addiction,article,public_core,teen_exam_family,images_missing_alt,Зависимость подростков от гаджетов | Татьяна Мунн,0,"Core lane for adolescents, exams, parents and study stress."
https://moonn.ru/article_toxic_job,/article_toxic_job,article,public_support,content_support,images_missing_alt,Негативные эмоции на работе | Татьяна Мунн,0,Article/supporting content; assign to one pillar before strengthening.
https://moonn.ru/articles/eq-dlya-rukovoditeley,/articles/eq-dlya-rukovoditeley,article,public_core,emotional_intelligence_leadership,images_missing_alt,Эмоциональный интеллект руководителя | Татьяна Мунн,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/baza-znaniy-emocionalnyy-intellekt-psihologiya,/baza-znaniy-emocionalnyy-intellekt-psihologiya,other,review,unassigned_public,images_missing_alt,База знаний по психологии и эмоциональному интеллекту | психолог,0,Open URL needs manual cluster decision.
https://moonn.ru/call,/call,legal_or_service,public_keep_no_seo,legal_or_transactional,"images_missing_alt, missing_description, missing_h1, missing_og_image, short_title",Blank page,0,"Keep accessible, exclude from positioning."
https://moonn.ru/depressivnoe-sostoyanie,/depressivnoe-sostoyanie,other,public_core,private_practice,"duplicate_description, images_missing_alt, long_title, missing_h1","Депрессивное состояние и апатия. Помощь психолога - Татьяна Мунн (высокий рейтинг, быстрые результаты).",0,Core commercial search lane for consultations and adult states.
https://moonn.ru/eintellect,/eintellect,other,review,unassigned_public,"duplicate_description, duplicate_title, images_missing_alt",Эмоциональный интеллект | психолог Татьяна Мунн,0,Open URL needs manual cluster decision.
https://moonn.ru/emotional-intelligence/,/emotional-intelligence,other,public_core,emotional_intelligence_leadership,"duplicate_description, duplicate_title, images_missing_alt, missing_h1",Эмоциональный интеллект | психолог Татьяна Мунн,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/articles,/emotional-intelligence/articles,article,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Статьи по эмоциональному интеллекту | Татьяна Мунн,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/articles/benefits-of-ei,/emotional-intelligence/articles/benefits-of-ei,article,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Преимущества эмоционального интеллекта: что даёт развитый EQ в,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/articles/emotional-intelligence-skills,/emotional-intelligence/articles/emotional-intelligence-skills,article,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",5 ключевых навыков эмоционального интеллекта: от осознанности до,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/articles/what-is-emotional-intelligence,/emotional-intelligence/articles/what-is-emotional-intelligence,article,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Что такое эмоциональный интеллект? | Татьяна Мунн,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/articles/why-ei-matters,/emotional-intelligence/articles/why-ei-matters,article,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Почему эмоциональный интеллект важнее IQ в карьере и жизни |,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/diagnostoka-ei,/emotional-intelligence/diagnostoka-ei,other,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Диагностика эмоционального интеллекта: как измерить свой EQ | Тесты,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/ei-leader-12,/emotional-intelligence/ei-leader-12,other,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Эмоциональный интеллект лидера | психолог Татьяна Мунн,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base,/emotional-intelligence/knowledge-base,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",База знаний по эмоциональному интеллекту | Татьяна Мунн,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/active-listening,/emotional-intelligence/knowledge-base/active-listening,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Активное слушание: как научиться слышать и понимать людей | Татьяна,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/assertiveness,/emotional-intelligence/knowledge-base/assertiveness,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1","Ассертивность: как говорить уверенно, без агрессии и чувства вины | Татьяна Мунн",0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/burnout,/emotional-intelligence/knowledge-base/burnout,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1","Выгорание: признаки, причины и восстановление | Татьяна Мунн",0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/emotional-contagion,/emotional-intelligence/knowledge-base/emotional-contagion,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Эмоциональное заражение: как эмоции передаются людям и командам |,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/emotional-intelligence,/emotional-intelligence/knowledge-base/emotional-intelligence,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Что такое эмоциональный интеллект и как он работает | Татьяна Мунн,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/emotional-literacy,/emotional-intelligence/knowledge-base/emotional-literacy,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Эмоциональная грамотность — навык точного выражения чувств |,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/emotional-maturity,/emotional-intelligence/knowledge-base/emotional-maturity,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Эмоциональная зрелость: как отличить и развивать | Татьяна Мунн,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/empathy,/emotional-intelligence/knowledge-base/empathy,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Эмпатия — ключевой навык эмоционального интеллекта | Татьяна Мунн,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/feedback,/emotional-intelligence/knowledge-base/feedback,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Обратная связь: как говорить честно и без конфликта | Татьяна Мунн,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/intrinsic-motivation,/emotional-intelligence/knowledge-base/intrinsic-motivation,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Внутренняя мотивация: как её развивать и не потерять | психолог и,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/male-loneliness-russia,/emotional-intelligence/knowledge-base/male-loneliness-russia,knowledge_base,public_core,emotional_intelligence_leadership,images_missing_alt,"Мужское одиночество в России: скрытый кризис, о котором не принято",0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/nonviolent-communication,/emotional-intelligence/knowledge-base/nonviolent-communication,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Ненасильственное общение (ННО/NVC): как говорить без конфликта |,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/personal-boundaries,/emotional-intelligence/knowledge-base/personal-boundaries,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Личные границы: как их выстраивать и защищать | Татьяна Мунн,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/psychological-safety,/emotional-intelligence/knowledge-base/psychological-safety,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Психологическая безопасность команды: что это и как её создать |,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/self-awareness,/emotional-intelligence/knowledge-base/self-awareness,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Самоосознанность: ключевой навык эмоционального интеллекта |,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/self-regulation,/emotional-intelligence/knowledge-base/self-regulation,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Саморегуляция — ключевой навык эмоционального интеллекта | Татьяна,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotional-intelligence/knowledge-base/social-intelligence,/emotional-intelligence/knowledge-base/social-intelligence,knowledge_base,public_core,emotional_intelligence_leadership,"images_missing_alt, missing_h1",Социальные навыки и социальный интеллект: как развивать | Татьяна,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/emotsionalnoe-vygoranie,/emotsionalnoe-vygoranie,other,public_core,private_practice,"duplicate_description, images_missing_alt, long_title, missing_h1","Эмоциональное выгорание. помощь психолога - Татьяна Мунн (высокий рейтинг, быстрые результаты).",0,Core commercial search lane for consultations and adult states.
https://moonn.ru/events,/events,lecture_or_events,public_support,trust_entity,"images_missing_alt, missing_h1",Мероприятия Татьяны Мунн — психология и эмоциональный интеллект,0,"Supports brand, proof, events, reviews and entity consistency."
https://moonn.ru/events_tp,/events_tp,lecture_or_events,public_support,trust_entity,"images_missing_alt, missing_h1",Лекции Татьяны Мунн по психологии — психология и эмоциональный,0,"Supports brand, proof, events, reviews and entity consistency."
https://moonn.ru/exam-preparation-psychology,/exam-preparation-psychology,other,public_core,teen_exam_family,"canonical_mismatch, images_missing_alt",Психологическая подготовка к экзаменам – курс Татьяны Мунн (МГУ),0,"Core lane for adolescents, exams, parents and study stress."
https://moonn.ru/geshtalt,/geshtalt,other,deindex_or_archive,offtopic_wellness_archive,images_missing_alt,Гештальт-подход | психолог Татьяна Мунн,0,Weakens psychology/EI entity; move out of main index unless rewritten with evidence and boundaries.
https://moonn.ru/kartiny-tatiany-munn,/kartiny-tatiany-munn,other,public_keep_no_seo,secondary_brand_product,"images_missing_alt, missing_og_image",Картины Татьяны Мунн | 3D-галерея и персональный код,0,"Can stay public, but should not compete with psychology/EI clusters."
https://moonn.ru/kpt,/kpt,other,deindex_or_archive,offtopic_wellness_archive,images_missing_alt,Когнитивно-поведенческая терапия | психолог Татьяна Мунн,0,Weakens psychology/EI entity; move out of main index unless rewritten with evidence and boundaries.
https://moonn.ru/kurs-ei,/kurs-ei,other,public_core,emotional_intelligence_leadership,images_missing_alt,Курс по эмоциональному интеллекту | психолог Татьяна Мунн,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/lectures1,/lectures1,lecture_or_events,public_support,trust_entity,"images_missing_alt, missing_h1",Архив лекций Татьяны Мунн — психология и эмоциональный интеллект,0,"Supports brand, proof, events, reviews and entity consistency."
https://moonn.ru/microbiom,/microbiom,other,deindex_or_archive,offtopic_wellness_archive,"images_missing_alt, missing_h1",Микробиом и эмоциональное состояние | психолог Татьяна Мунн,0,Weakens psychology/EI entity; move out of main index unless rewritten with evidence and boundaries.
https://moonn.ru/novosti,/novosti,other,public_support,trust_entity,"images_missing_alt, missing_h1",Командировка преподавателя МГУ Татьяны Мунн в филиал МГУ в г,0,"Supports brand, proof, events, reviews and entity consistency."
https://moonn.ru/novosti20251113,/novosti20251113,other,review,unassigned_public,"images_missing_alt, long_title",Новости: 16 ноября 2025 года Татьяна Мунн выступит на Конгрессе специалистов БРИКС с докладом об эмоциональном интеллекте лидера,0,Open URL needs manual cluster decision.
https://moonn.ru/novosti20251118,/novosti20251118,other,review,unassigned_public,"images_missing_alt, long_title, multiple_h1",18 ноября 2025 года Татьяна Мунн выступит на Конференции МГУСиТ по современным тенденциям развития физической культуры и спорта,0,Open URL needs manual cluster decision.
https://moonn.ru/odinochestvo,/odinochestvo,other,review,unassigned_public,"duplicate_description, images_missing_alt, long_title, missing_h1","Одиночество. Помощь психолога - Татьяна Мунн (высокий рейтинг, быстрые результаты).",0,Open URL needs manual cluster decision.
https://moonn.ru/offer,/offer,legal_or_service,public_keep_no_seo,legal_or_transactional,"images_missing_alt, missing_description, missing_h1, missing_og_image, short_title",Договор оферты,0,"Keep accessible, exclude from positioning."
https://moonn.ru/otnosheniya-i-granitsy,/otnosheniya-i-granitsy,other,public_core,private_practice,"duplicate_description, images_missing_alt, long_title, missing_h1","Отношения и Границы. Помощь психолога - Татьяна Мунн (высокий рейтинг, быстрые результаты).",0,Core commercial search lane for consultations and adult states.
https://moonn.ru/otzivi,/otzivi,other,public_support,trust_entity,"images_missing_alt, multiple_h1",Отзывы о психологе Татьяне Мунн | психолог Татьяна Мунн,0,"Supports brand, proof, events, reviews and entity consistency."
https://moonn.ru/page103169626.html,/page103169626.html,numeric_page,redirect_or_deindex,closed_or_opaque,"images_missing_alt, missing_h1, opaque_or_test_slug, short_description, short_title",Новости,0,Opaque/test URL; do not use for positioning.
https://moonn.ru/page119171366.html,/page119171366.html,numeric_page,redirect_or_deindex,closed_or_opaque,"duplicate_description, duplicate_title, images_missing_alt, missing_og_image, opaque_or_test_slug",Татьяна Мунн - психолог МГУ в Москве | Быстрая психология | Консультации,0,Opaque/test URL; do not use for positioning.
https://moonn.ru/page120899276.html,/page120899276.html,numeric_page,redirect_or_deindex,closed_or_opaque,"duplicate_description, duplicate_title, images_missing_alt, opaque_or_test_slug",Татьяна Мунн - психолог МГУ в Москве | Быстрая психология | Консультации,0,Opaque/test URL; do not use for positioning.
https://moonn.ru/page120915666.html,/page120915666.html,numeric_page,redirect_or_deindex,closed_or_opaque,"duplicate_description, duplicate_title, images_missing_alt, opaque_or_test_slug",Татьяна Мунн - психолог МГУ в Москве | Быстрая психология | Консультации,0,Opaque/test URL; do not use for positioning.
https://moonn.ru/page120920636.html,/page120920636.html,numeric_page,redirect_or_deindex,closed_or_opaque,"duplicate_description, duplicate_title, images_missing_alt, opaque_or_test_slug",Татьяна Мунн - психолог МГУ в Москве | Быстрая психология | Консультации,0,Opaque/test URL; do not use for positioning.
https://moonn.ru/page120929166.html,/page120929166.html,numeric_page,redirect_or_deindex,closed_or_opaque,"duplicate_description, duplicate_title, images_missing_alt, opaque_or_test_slug",Татьяна Мунн - психолог МГУ в Москве | Быстрая психология | Консультации,0,Opaque/test URL; do not use for positioning.
https://moonn.ru/page120952796.html,/page120952796.html,numeric_page,redirect_or_deindex,closed_or_opaque,"duplicate_description, duplicate_title, images_missing_alt, opaque_or_test_slug",Татьяна Мунн - психолог МГУ в Москве | Быстрая психология | Консультации,0,Opaque/test URL; do not use for positioning.
https://moonn.ru/page124646186.html,/page124646186.html,numeric_page,redirect_or_deindex,closed_or_opaque,"duplicate_description, duplicate_title, images_missing_alt, missing_og_image, opaque_or_test_slug",Татьяна Мунн - психолог МГУ в Москве | Быстрая психология | Консультации,0,Opaque/test URL; do not use for positioning.
https://moonn.ru/page135383536.html,/page135383536.html,numeric_page,redirect_or_deindex,closed_or_opaque,"duplicate_description, images_missing_alt, missing_h1, opaque_or_test_slug, short_description",Copy of БАЗА - ВАЖНО - тестовая страница,0,Opaque/test URL; do not use for positioning.
https://moonn.ru/page135428796.html,/page135428796.html,numeric_page,redirect_or_deindex,closed_or_opaque,"duplicate_description, images_missing_alt, missing_h1, opaque_or_test_slug, short_description, short_title",33_Главная страница,0,Opaque/test URL; do not use for positioning.
https://moonn.ru/page44456533.html,/page44456533.html,numeric_page,redirect_or_deindex,closed_or_opaque,"images_missing_alt, missing_h1, opaque_or_test_slug, short_description",Записать подростка на консультацию психолога. Татьяна Мунн,0,Opaque/test URL; do not use for positioning.
https://moonn.ru/page44458639.html,/page44458639.html,numeric_page,redirect_or_deindex,closed_or_opaque,"images_missing_alt, missing_h1, opaque_or_test_slug",Записать ребенка (с 7 лет) на консультацию психолога. Татьяна Мунн,0,Opaque/test URL; do not use for positioning.
https://moonn.ru/page44459247.html,/page44459247.html,numeric_page,redirect_or_deindex,closed_or_opaque,"images_missing_alt, missing_h1, opaque_or_test_slug",Записаться на консультацию психолога - Татьяна Мунн,0,Opaque/test URL; do not use for positioning.
